country,glacier_name,glacier_id,year,lower_elevation,upper_elevation,area,winter_balance,winter_balance_unc,summer_balance,summer_balance_unc,annual_balance,annual_balance_unc,remarks
AQ,BAHIA DEL DIABLO,2665,2010,338,412,,,,,,0.42,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2010,412,488,,,,,,0.6,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2010,488,562,,,,,,0.4,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2010,562,630,,,,,,0.6,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,38,112,,,,,,-1.3,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,112,188,,,,,,-0.7,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,188,262,,,,,,-0.3,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,262,338,,,,,,-0.1,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,338,412,,,,,,0.24,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,412,488,,,,,,0.43,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,488,562,,,,,,0.7,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,562,630,,,,,,0.2,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2012,38,112,,,,,,-1.5,,
AQ,BAHIA DEL DIABLO,2665,2012,112,188,,,,,,-0.75,,
AQ,BAHIA DEL DIABLO,2665,2012,188,262,,,,,,-0.55,,
AQ,BAHIA DEL DIABLO,2665,2012,262,338,,,,,,-0.2,,
AQ,BAHIA DEL DIABLO,2665,2012,338,412,,,,,,0,,
AQ,BAHIA DEL DIABLO,2665,2012,412,488,,,,,,0.45,,
AQ,BAHIA DEL DIABLO,2665,2012,488,562,,,,,,0.38,,
AQ,BAHIA DEL DIABLO,2665,2012,562,630,,,,,,0.35,,
AQ,BAHIA DEL DIABLO,2665,2013,38,112,,,,,,-0.6,,
AQ,BAHIA DEL DIABLO,2665,2013,112,188,,,,,,-0.5,,
AQ,BAHIA DEL DIABLO,2665,2013,188,262,,,,,,-0.25,,
AQ,BAHIA DEL DIABLO,2665,2013,262,338,,,,,,0.05,,
AQ,BAHIA DEL DIABLO,2665,2013,338,412,,,,,,0.4,,
AQ,BAHIA DEL DIABLO,2665,2013,412,488,,,,,,0.47,,
AQ,BAHIA DEL DIABLO,2665,2013,488,562,,,,,,0.5,,
AQ,BAHIA DEL DIABLO,2665,2013,562,630,,,,,,0.25,,
AQ,BAHIA DEL DIABLO,2665,2014,38,112,,,,,,-0.6,,
AQ,BAHIA DEL DIABLO,2665,2014,112,188,,,,,,-0.2,,
AQ,BAHIA DEL DIABLO,2665,2014,188,262,,,,,,-0.18,,
AQ,BAHIA DEL DIABLO,2665,2014,262,338,,,,,,-0.1,,
AQ,BAHIA DEL DIABLO,2665,2014,338,412,,,,,,0.25,,
AQ,BAHIA DEL DIABLO,2665,2014,412,488,,,,,,0.47,,
AQ,BAHIA DEL DIABLO,2665,2014,488,562,,,,,,0.55,,
AQ,BAHIA DEL DIABLO,2665,2014,562,630,,,,,,0.6,,
AQ,BAHIA DEL DIABLO,2665,2015,38,112,,,,,,-1.3,,
AQ,BAHIA DEL DIABLO,2665,2015,112,188,,,,,,-1.1,,
AQ,BAHIA DEL DIABLO,2665,2015,188,262,,,,,,-0.8,,
AQ,BAHIA DEL DIABLO,2665,2015,262,338,,,,,,-0.4,,
AQ,BAHIA DEL DIABLO,2665,2015,338,412,,,,,,-0.1,,
AQ,BAHIA DEL DIABLO,2665,2015,412,488,,,,,,0.6,,
AQ,BAHIA DEL DIABLO,2665,2015,488,562,,,,,,0.35,,
AQ,BAHIA DEL DIABLO,2665,2015,562,630,,,,,,0.4,,
AQ,BAHIA DEL DIABLO,2665,2016,38,112,,,,,,-1.625,,
AQ,BAHIA DEL DIABLO,2665,2016,112,188,,,,,,-1.05,,
AQ,BAHIA DEL DIABLO,2665,2016,188,262,,,,,,-1,,
AQ,BAHIA DEL DIABLO,2665,2016,262,338,,,,,,-0.65,,
AQ,BAHIA DEL DIABLO,2665,2016,338,412,,,,,,-0.05,,
AQ,BAHIA DEL DIABLO,2665,2016,412,488,,,,,,-0.25,,
AQ,BAHIA DEL DIABLO,2665,2016,488,562,,,,,,0.25,,
AQ,BAHIA DEL DIABLO,2665,2016,562,630,,,,,,0.1,,
AQ,BAHIA DEL DIABLO,2665,2017,38,112,,,,,,-1.4,,
AQ,BAHIA DEL DIABLO,2665,2017,112,188,,,,,,-0.85,,
AQ,BAHIA DEL DIABLO,2665,2017,188,262,,,,,,-0.73,,
AQ,BAHIA DEL DIABLO,2665,2017,262,338,,,,,,-0.5,,
AQ,BAHIA DEL DIABLO,2665,2017,338,412,,,,,,-0.15,,
AQ,BAHIA DEL DIABLO,2665,2017,412,488,,,,,,-0.03,,
AQ,BAHIA DEL DIABLO,2665,2017,488,562,,,,,,0.025,,
AQ,BAHIA DEL DIABLO,2665,2017,562,630,,,,,,0.015,,
AQ,BAHIA DEL DIABLO,2665,2018,38,112,250000,,,,,-0.76,,
AQ,BAHIA DEL DIABLO,2665,2018,112,188,2160000,,,,,-1.67,,
AQ,BAHIA DEL DIABLO,2665,2018,188,262,1920000,,,,,-0.52,,
AQ,BAHIA DEL DIABLO,2665,2018,262,338,630000,,,,,-0.23,,
AQ,BAHIA DEL DIABLO,2665,2018,338,412,1290000,,,,,0.07,,
AQ,BAHIA DEL DIABLO,2665,2018,412,488,2060000,,,,,0.43,,
AQ,BAHIA DEL DIABLO,2665,2018,488,562,2800000,,,,,0.55,,
AQ,BAHIA DEL DIABLO,2665,2018,562,630,1790000,,,,,0.5,,
AQ,BAHIA DEL DIABLO,2665,2019,38,112,250000,,,,,-0.65,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,112,188,2160000,,,,,-0.885,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,188,262,1920000,,,,,-0.59,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,262,338,630000,,,,,0,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,338,412,1290000,,,,,0.17,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,412,488,2060000,,,,,0.4,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,488,562,2800000,,,,,0.92,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,562,630,1790000,,,,,0.365,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2020,38,112,,,,,,-1.213,,
AQ,BAHIA DEL DIABLO,2665,2020,112,188,,,,,,-1.162,,
AQ,BAHIA DEL DIABLO,2665,2020,188,262,,,,,,-0.931,,
AQ,BAHIA DEL DIABLO,2665,2020,262,338,,,,,,-0.878,,
AQ,BAHIA DEL DIABLO,2665,2020,338,412,,,,,,-0.693,,
AQ,BAHIA DEL DIABLO,2665,2020,412,488,,,,,,-0.216,,
AQ,BAHIA DEL DIABLO,2665,2020,488,562,,,,,,-0.178,,
AQ,BAHIA DEL DIABLO,2665,2020,562,630,,,,,,0.252,,
AQ,BAHIA DEL DIABLO,2665,2021,38,112,,,,,,-2.307,,
AQ,BAHIA DEL DIABLO,2665,2021,112,188,,,,,,-1.911,,
AQ,BAHIA DEL DIABLO,2665,2021,188,262,,,,,,-1.329,,
AQ,BAHIA DEL DIABLO,2665,2021,262,338,,,,,,-0.839,,
AQ,BAHIA DEL DIABLO,2665,2021,338,412,,,,,,-0.563,,
AQ,BAHIA DEL DIABLO,2665,2021,412,488,,,,,,-0.137,,
AQ,BAHIA DEL DIABLO,2665,2021,488,562,,,,,,0.078,,
AQ,BAHIA DEL DIABLO,2665,2021,562,630,,,,,,0.129,,
AQ,BAHIA DEL DIABLO,2665,2022,38,112,686731,,,,,-1.976,,
AQ,BAHIA DEL DIABLO,2665,2022,112,188,1944115,,,,,-1.512,,
AQ,BAHIA DEL DIABLO,2665,2022,188,262,1915010,,,,,-0.362,,
AQ,BAHIA DEL DIABLO,2665,2022,262,338,1073167,,,,,-0.132,,
AQ,BAHIA DEL DIABLO,2665,2022,338,412,1529895,,,,,0.035,,
AQ,BAHIA DEL DIABLO,2665,2022,412,488,2032936,,,,,0.03,,
AQ,BAHIA DEL DIABLO,2665,2022,488,562,2120964,,,,,0.332,,
AQ,BAHIA DEL DIABLO,2665,2022,562,630,1581398,,,,,0.361,,
AR,AGUA NEGRA,4532,2018,4750,4800,26000,0.25,0.5,-1.028,0.5,-0.778,0.5,
AR,AGUA NEGRA,4532,2018,4800,4850,61000,0.283,0.5,-1.858,0.5,-1.575,0.5,
AR,AGUA NEGRA,4532,2018,4850,4900,97000,0.285,0.5,-2.035,0.5,-1.75,0.5,
AR,AGUA NEGRA,4532,2018,4900,4950,136000,0.294,0.5,-2.063,0.5,-1.769,0.5,
AR,AGUA NEGRA,4532,2018,4950,5000,142000,0.252,0.5,-2.134,0.5,-1.882,0.5,
AR,AGUA NEGRA,4532,2018,5000,5050,138000,0.32,0.5,-1.374,0.5,-1.054,0.5,
AR,AGUA NEGRA,4532,2018,5050,5100,131000,0.421,0.5,-0.905,0.5,-0.484,0.5,
AR,AGUA NEGRA,4532,2018,5100,5150,140000,0.368,0.5,-0.145,0.5,0.222,0.5,
AR,AGUA NEGRA,4532,2018,5150,5200,126000,0.567,0.5,-0.088,0.5,0.479,0.5,
AR,AGUA NEGRA,4532,2018,5200,5250,25000,0.594,0.5,0.112,0.5,0.705,0.5,
AR,AGUA NEGRA,4532,2019,4750,4800,26000,0.324,0.5,-2.074,0.5,-1.75,0.5,
AR,AGUA NEGRA,4532,2019,4800,4850,61000,0.475,0.5,-2.341,0.5,-1.866,0.5,
AR,AGUA NEGRA,4532,2019,4850,4900,97000,0.604,0.5,-2.448,0.5,-1.844,0.5,
AR,AGUA NEGRA,4532,2019,4900,4950,136000,0.542,0.5,-1.763,0.5,-1.221,0.5,
AR,AGUA NEGRA,4532,2019,4950,5000,142000,0.641,0.5,-0.994,0.5,-0.353,0.5,
AR,AGUA NEGRA,4532,2019,5000,5050,138000,0.812,0.5,-0.902,0.5,-0.09,0.5,
AR,AGUA NEGRA,4532,2019,5050,5100,131000,0.885,0.5,-0.178,0.5,0.707,0.5,
AR,AGUA NEGRA,4532,2019,5100,5150,140000,0.7,0.5,0,0.5,0.7,0.5,
AR,AGUA NEGRA,4532,2019,5150,5200,126000,0.602,0.5,-0.267,0.5,0.335,0.5,
AR,AGUA NEGRA,4532,2019,5200,5250,25000,0.362,0.5,-0.112,0.5,0.25,0.5,
AR,AGUA NEGRA,4532,2020,4750,4800,26000,0.545,0.5,-2.418,0.5,-1.872,0.5,
AR,AGUA NEGRA,4532,2020,4800,4850,61000,0.274,0.5,-3.086,0.5,-2.812,0.5,
AR,AGUA NEGRA,4532,2020,4850,4900,97000,0.304,0.5,-2.296,0.5,-1.992,0.5,
AR,AGUA NEGRA,4532,2020,4900,4950,136000,0.36,0.5,-2.099,0.5,-1.739,0.5,
AR,AGUA NEGRA,4532,2020,4950,5000,142000,0.468,0.5,-1.676,0.5,-1.208,0.5,
AR,AGUA NEGRA,4532,2020,5000,5050,138000,0.374,0.5,-1.887,0.5,-1.513,0.5,
AR,AGUA NEGRA,4532,2020,5050,5100,131000,0.404,0.5,-1.382,0.5,-0.979,0.5,
AR,AGUA NEGRA,4532,2020,5100,5150,140000,0.436,0.5,-1.129,0.5,-0.693,0.5,
AR,AGUA NEGRA,4532,2020,5150,5200,126000,0.32,0.5,-0.593,0.5,-0.273,0.5,
AR,AGUA NEGRA,4532,2020,5200,5250,25000,0.25,0.5,-0.5,0.5,-0.25,0.5,
AR,BROWN SUPERIOR,3903,2015,4965,5015,30993,0.014,0.01,-3.032,0.01,-3.018,0.01,
AR,BROWN SUPERIOR,3903,2015,5015,5022,8580,-0.102,0.01,-2.898,0.01,-3,0.01,
AR,BROWN SUPERIOR,3903,2015,5022,5039,21362,-0.043,0.01,-2.325,0.01,-2.368,0.01,
AR,BROWN SUPERIOR,3903,2015,5039,5062,25915,0.034,0.01,-1.808,0.1,-1.981,0.1,
AR,BROWN SUPERIOR,3903,2015,5062,5070,10856,0.161,0.01,-1.98,0.01,-1.819,0.01,
AR,BROWN SUPERIOR,3903,2015,5070,5080,15584,0.026,0.02,-2.048,0.02,-2.082,0.02,
AR,BROWN SUPERIOR,3903,2015,5080,5101,32218,0.073,0.015,-2.01,0.015,-1.896,0.015,
AR,BROWN SUPERIOR,3903,2015,5101,5115,29767,-1.335,0.05,-1.298,0.05,-2.805,0.05,
AR,CONCONTA NORTE,3902,2015,4950,4986,8096,0.055,0.01,-2.176,0.35,-2.839,0.35,
AR,CONCONTA NORTE,3902,2015,4986,5017,13165,-0.442,0.01,-1.41,0.01,-1.852,0.01,
AR,CONCONTA NORTE,3902,2015,5017,5036,10138,-0.196,0.04,-2.479,0.04,-2.803,0.04,
AR,CONCONTA NORTE,3902,2015,5036,5053,10701,-0.094,0.01,-3.103,0.01,-3.197,0.01,
AR,CONCONTA NORTE,3902,2015,5053,5058,4083,0.082,0.01,-3.175,0.085,-3.269,0.085,
AR,CONCONTA NORTE,3902,2015,5058,5069,8237,-0.238,0.05,-3.247,0.05,-3.341,0.05,
AR,CONCONTA NORTE,3902,2015,5069,5125,15910,-0.078,0.005,-3.211,0.005,-3.305,0.01,
AR,DE LOS TRES,1675,1996,1220,1300,78000,2.07,,-3.88,,-1.81,,
AR,DE LOS TRES,1675,1996,1300,1400,176000,2.17,,-3.37,,-1.2,,
AR,DE LOS TRES,1675,1996,1400,1500,269000,2.27,,-2.06,,0.21,,
AR,DE LOS TRES,1675,1996,1500,1600,278000,2.51,,-1.79,,0.72,,
AR,DE LOS TRES,1675,1996,1600,1700,100000,2.34,,-1.61,,0.73,,
AR,DE LOS TRES,1675,1996,1700,1830,75000,2.35,,-1.46,,0.89,,
AR,DE LOS TRES,1675,1997,1220,1300,78000,1.74,,-2.76,,-1.02,,
AR,DE LOS TRES,1675,1997,1300,1400,176000,1.4,,-2.16,,-0.76,,
AR,DE LOS TRES,1675,1997,1400,1500,269000,1.92,,-1.41,,0.51,,
AR,DE LOS TRES,1675,1997,1500,1600,278000,2.14,,-0.97,,1.17,,
AR,DE LOS TRES,1675,1997,1600,1700,100000,2.81,,-0.65,,2.16,,
AR,DE LOS TRES,1675,1997,1700,1830,75000,2.99,,-0.59,,2.4,,
AR,DE LOS TRES,1675,2016,1200,1250,22080,1.216,0.2,-6.217,0.2,-5.001,0.2,
AR,DE LOS TRES,1675,2016,1250,1300,44016,1.187,0.2,-5.629,0.2,-4.442,0.2,
AR,DE LOS TRES,1675,2016,1300,1350,52032,1.124,0.2,-4.736,0.2,-3.612,0.2,
AR,DE LOS TRES,1675,2016,1350,1400,93088,1.079,0.2,-3.432,0.2,-2.353,0.2,
AR,DE LOS TRES,1675,2016,1400,1450,113840,1.4,0.2,-2.075,0.2,-0.675,0.2,
AR,DE LOS TRES,1675,2016,1450,1500,96880,1.446,0.2,-1.422,0.2,0.024,0.2,
AR,DE LOS TRES,1675,2016,1500,1550,103088,1.311,0.2,-0.893,0.2,0.418,0.2,
AR,DE LOS TRES,1675,2016,1550,1600,110560,1.259,0.2,-0.61,0.2,0.649,0.2,
AR,DE LOS TRES,1675,2016,1600,1650,52192,1.25,0.2,-0.533,0.2,0.717,0.2,
AR,DE LOS TRES,1675,2016,1650,1700,35872,1.317,0.2,-0.521,0.2,0.796,0.2,
AR,DE LOS TRES,1675,2016,1700,1750,32000,1.64,0.2,-0.674,0.2,0.966,0.2,
AR,DE LOS TRES,1675,2016,1750,1800,24512,1.458,0.2,-0.654,0.2,0.804,0.2,
AR,DE LOS TRES,1675,2016,1800,1850,13104,1.267,0.2,-0.517,0.2,0.75,0.2,
AR,DE LOS TRES,1675,2016,1850,1900,5984,1.25,0.2,-0.5,0.2,0.75,0.2,
AR,DE LOS TRES,1675,2016,1900,1950,3264,1.25,0.2,-0.5,0.2,0.75,0.2,
AR,DE LOS TRES,1675,2016,1950,2000,672,1.25,0.2,-0.5,0.2,0.75,0.2,
AR,DE LOS TRES,1675,2017,1200,1250,22080,0.266,0.2,-5.433,0.2,-5.167,0.2,
AR,DE LOS TRES,1675,2017,1250,1300,44016,0.281,0.2,-4.529,0.2,-4.247,0.2,
AR,DE LOS TRES,1675,2017,1300,1350,52032,0.316,0.2,-3.526,0.2,-3.21,0.2,
AR,DE LOS TRES,1675,2017,1350,1400,93088,0.284,0.2,-3.069,0.2,-2.785,0.2,
AR,DE LOS TRES,1675,2017,1400,1450,113840,0.429,0.2,-2.509,0.2,-2.08,0.2,
AR,DE LOS TRES,1675,2017,1450,1500,96880,0.522,0.2,-2.062,0.2,-1.541,0.2,
AR,DE LOS TRES,1675,2017,1500,1550,103088,0.472,0.2,-1.752,0.2,-1.279,0.2,
AR,DE LOS TRES,1675,2017,1550,1600,110560,0.504,0.2,-1.382,0.2,-0.878,0.2,
AR,DE LOS TRES,1675,2017,1600,1650,52192,0.477,0.2,-1.227,0.2,-0.75,0.2,
AR,DE LOS TRES,1675,2017,1650,1700,35872,0.667,0.2,-1.329,0.2,-0.662,0.2,
AR,DE LOS TRES,1675,2017,1700,1750,32000,0.662,0.2,-0.937,0.2,-0.275,0.2,
AR,DE LOS TRES,1675,2017,1750,1800,24512,0.738,0.2,-0.988,0.2,-0.25,0.2,
AR,DE LOS TRES,1675,2017,1800,1850,13104,0.466,0.2,-0.355,0.2,0.11,0.2,
AR,DE LOS TRES,1675,2017,1850,1900,5984,0.25,0.2,0,0.2,0.25,0.2,
AR,DE LOS TRES,1675,2017,1900,1950,3264,0.25,0.2,0,0.2,0.25,0.2,
AR,DE LOS TRES,1675,2017,1950,2000,672,0.25,0.2,0,0.2,0.25,0.2,
AR,DE LOS TRES,1675,2018,1200,1250,22080,1.32,0.2,-4.523,0.2,-3.203,0.2,
AR,DE LOS TRES,1675,2018,1250,1300,44016,1.004,0.2,-3.785,0.2,-2.782,0.2,
AR,DE LOS TRES,1675,2018,1300,1350,52032,0.991,0.2,-3.351,0.2,-2.36,0.2,
AR,DE LOS TRES,1675,2018,1350,1400,93088,1.272,0.2,-3.195,0.2,-1.923,0.2,
AR,DE LOS TRES,1675,2018,1400,1450,113840,1.603,0.2,-2.973,0.2,-1.37,0.2,
AR,DE LOS TRES,1675,2018,1450,1500,96880,1.904,0.2,-2.8,0.2,-0.896,0.2,
AR,DE LOS TRES,1675,2018,1500,1550,103088,2.078,0.2,-2.528,0.2,-0.449,0.2,
AR,DE LOS TRES,1675,2018,1550,1600,110560,2.191,0.2,-2.226,0.2,-0.035,0.2,
AR,DE LOS TRES,1675,2018,1600,1650,52192,2.223,0.2,-2.12,0.2,0.103,0.2,
AR,DE LOS TRES,1675,2018,1650,1700,35872,2.409,0.2,-2.158,0.2,0.251,0.2,
AR,DE LOS TRES,1675,2018,1700,1750,32000,2.744,0.2,-2.295,0.2,0.449,0.2,
