country,glacier_name,glacier_id,outline_id,id,date,date_unc,highest_elevation,lowest_elevation,mean_elevation,elevation_unc,area,area_unc,length,length_unc,terminus_type,platform,method,investigators,agencies,references,remarks
AQ,DIBBLE,3357,,8329,1989-07-02,182.0,,,,,1528000000,,,,,,,,,,
AQ,DIBBLE,3357,,8330,1996-07-01,182.5,,,,,1585000000,,,,,,,,,,
AQ,DIBBLE,3357,,8331,1997-07-02,182.0,,,,,1587000000,,,,,,,,,,
AQ,E SKEP PT. G,4248,,8682,2001-07-02,182.0,664,4,276,,15190000,,4480,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,E WILKES LAND,884,,5943,1980-07-01,182.5,3210,0,,,,,,,,,,,,,
AQ,E WILKES LAND,884,,10914,1980-07-01,182.5,,,,,,,,,marine,,,,,,date_min/date_max: Spans the full range of observational dates present in the database at the time of record creation
AQ,FINGER,873,,5927,1977-07-02,182.0,1750,550,1450,,,,6400,,,,,,,,[flag] mean_elevation: Originally submitted as median elevation
AQ,FRANCAIS,3358,,8332,1947-07-02,182.0,,,,,85300003,,,,,,,,,,
AQ,FRANCAIS,3358,,8333,1963-07-02,182.0,,,,,95099998,,,,,,,,,,
AQ,FRANCAIS,3358,,8334,1973-07-02,182.0,,,,,92300003,,,,,,,,,,
AQ,FRANCAIS,3358,,8335,1989-07-02,182.0,,,,,90500000,,,,,,,,,,
AQ,FRANCAIS,3358,,8336,1996-07-01,182.5,,,,,106300000,,,,,,,,,,
AQ,FROST,3359,,8337,1963-07-02,182.0,,,,,524400020,,,,,,,,,,
AQ,FROST,3359,,8338,1989-07-02,182.0,,,,,556900020,,,,,,,,,,
AQ,FROST,3359,,8339,1997-07-02,182.0,,,,,422299990,,,,,,,,,,
AQ,GOODSPEED,888,,10910,1982-07-02,2739.0,,,,,,,,,lake,,,,,,date_min/date_max: Spans the full range of observational dates present in the database at the time of record creation
AQ,GOODSPEED,888,,5948,1975-07-02,182.0,1700,525,,,,,,,,,,,,,
AQ,GOURDON,4249,,8683,2001-07-02,182.0,1564,18,707,,97389999,,17770,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,HART,889,,5949,1975-07-02,182.0,1700,370,,,,,,,,,,,,,
AQ,HEIMDALL,890,,5950,1971-07-02,182.0,1800,1200,,,7960000,,6000,,,,,,,,
AQ,HEIMDALL,890,,5951,1975-07-02,182.0,1800,1200,,,7960000,,6000,,,,,,,,
AQ,HOBBS,4250,,8684,2001-07-02,182.0,1582,10,667,,107120000,,15310,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,HOWARD,3973,,8665,2013-07-02,182.0,1000,300,,,8300000,,,,,,,,,"Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86",
AQ,HURD,3367,,8375,1956-07-01,182.5,,,,,5240000,,,,,,,,,,
AQ,HURD,3367,,10777,2000-01-01,730.0,,,,,,,,,land,,,,,"Navarro, F., Jonsell, U., Corcuera, M., & Martín-Español, A. (2013). Decelerated mass loss of Hurd and Johnsons Glaciers, Livingston Island, Antarctic Peninsula. Journal of Glaciology, 59(213), 115-128. https://doi.org/10.3189/2013JoG12J144",
AQ,HURD,3367,,8376,2009-07-02,182.0,334,4,,,,,,,,,,,,,
AQ,HURD,3367,,8377,2010-07-02,182.0,334,4,,,4034000,,,,,,,,,,
AQ,HURD,3367,,8378,2013-07-02,182.0,334,4,,,4034000,,,,,,,Francisco Navarro (219),219. Technical University of Madrid > Escuela Técnica Superior de Ingenieros de Telecomunicación,WGMS (2015): GGCB No. 1 (2012-2013),
AQ,HURD,3367,,8379,2014-07-02,182.0,334,4,,,4034000,,,,,,,Francisco Navarro (219),219. Technical University of Madrid > Escuela Técnica Superior de Ingenieros de Telecomunicación,,
AQ,HURD,3367,,8380,2015-07-02,182.0,334,4,,,4034000,,,,,,,Francisco Navarro (219),219. Technical University of Madrid > Escuela Técnica Superior de Ingenieros de Telecomunicación,,
AQ,HURD,3367,,8381,2016-07-01,182.5,334,4,,,4034000,,,,,,,Francisco Navarro (219),219. Technical University of Madrid > Escuela Técnica Superior de Ingenieros de Telecomunicación,,
AQ,HURLEY,4251,,8685,2001-07-02,182.0,1749,13,942,,79360001,,11850,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,JEREMY SYKES,1063,,6300,1975-07-02,182.0,2040,1170,1500,,9920000,,7600,,,,,,,,[flag] mean_elevation: Originally submitted as median elevation
AQ,JOHNSONS,3366,,8368,1956-07-01,182.5,,,,,5620000,,,,,,,,,,
AQ,JOHNSONS,3366,,10965,2000-01-01,730.0,,,,,,,,,marine,,,,,"Navarro, F., Jonsell, U., Corcuera, M., & Martín-Español, A. (2013). Decelerated mass loss of Hurd and Johnsons Glaciers, Livingston Island, Antarctic Peninsula. Journal of Glaciology, 59(213), 115-128. https://doi.org/10.3189/2013JoG12J144",
AQ,JOHNSONS,3366,,8369,2009-07-02,182.0,356,0,,,,,,,,,,,,,
AQ,JOHNSONS,3366,,8370,2010-07-02,182.0,356,0,,,5358000,,,,,,,,,,
AQ,JOHNSONS,3366,,8371,2013-07-02,182.0,356,0,,,5358000,,,,,,,Francisco Navarro (219),219. Technical University of Madrid > Escuela Técnica Superior de Ingenieros de Telecomunicación,WGMS (2015): GGCB No. 1 (2012-2013),
AQ,JOHNSONS,3366,,8372,2014-07-02,182.0,356,0,,,5358000,,,,,,,Francisco Navarro (219),219. Technical University of Madrid > Escuela Técnica Superior de Ingenieros de Telecomunicación,,
AQ,JOHNSONS,3366,,8373,2015-07-02,182.0,356,0,,,5358000,,,,,,,Francisco Navarro (219),219. Technical University of Madrid > Escuela Técnica Superior de Ingenieros de Telecomunicación,,
AQ,JOHNSONS,3366,,8374,2016-07-01,182.5,356,0,,,5358000,,,,,,,Francisco Navarro (219),219. Technical University of Madrid > Escuela Técnica Superior de Ingenieros de Telecomunicación,,
AQ,KALESNIKA,1434,,6839,1975-07-02,182.0,4340,2940,,,14700000,,7100,,,,,,,,
AQ,KEMP LAND,883,,10913,1972-01-01,2556.0,,,,,,,,,marine,,,,,,date_min/date_max: Spans the full range of observational dates present in the database at the time of record creation
AQ,KEMP LAND,883,,5941,1965-07-02,182.0,2800,,,,,,,,,,,,,,
AQ,KEMP LAND,883,,5942,1978-07-02,182.0,,0,,,,,,,,,,,,,
AQ,LA CROIX,875,,5929,1977-07-02,182.0,2000,150,1500,,,,9100,,,,,,,,[flag] mean_elevation: Originally submitted as median elevation
AQ,LAMBERT BASIN,882,,10912,1970-12-31,364.5,,,,,,,,,shelf,,,,,,date_min/date_max: Spans the full range of observational dates present in the database at the time of record creation
AQ,LAMBERT BASIN,882,,5939,1970-07-02,182.0,4050,,,,,,,,,,,,,,
AQ,LAMBERT BASIN,882,,5940,1971-07-02,182.0,,88,,,,,,,,,,,,,
AQ,LIOTARD,3360,,8340,1947-07-02,182.0,,,,,33500000,,,,,,,,,,
AQ,LIOTARD,3360,,8341,1963-07-02,182.0,,,,,28549999,,,,,,,,,,
AQ,LIOTARD,3360,,8342,1973-07-02,182.0,,,,,31850000,,,,,,,,,,
AQ,LIOTARD,3360,,8343,1985-07-02,182.0,,,,,25250000,,,,,,,,,,
AQ,LIOTARD,3360,,8344,1989-07-02,182.0,,,,,24650000,,,,,,,,,,
AQ,MARRET,3361,,8345,1947-07-02,182.0,,,,,28400000,,,,,,,,,,
AQ,MARRET,3361,,8346,1963-07-02,182.0,,,,,20500000,,,,,,,,,,
AQ,MARRET,3361,,8347,1973-07-02,182.0,,,,,26850000,,,,,,,,,,
AQ,MARRET,3361,,8348,1989-07-02,182.0,,,,,17250000,,,,,,,,,,
AQ,MARRET,3361,,8349,1996-07-01,182.5,,,,,22549999,,,,,,,,,,
AQ,MAY,3362,,8350,1963-07-02,182.0,,,,,203000000,,,,,,,,,,
AQ,MAY,3362,,8351,1973-07-02,182.0,,,,,228000000,,,,,,,,,,
AQ,MAY,3362,,8352,1989-07-02,182.0,,,,,165000000,,,,,,,,,,
AQ,MAY,3362,,8353,1997-07-02,182.0,,,,,190000000,,,,,,,,,,
AQ,MESERVE MPII,892,,5880,1965-07-02,182.0,,,,,9900000,,7200,,,,,,,,
AQ,MESERVE MPII,892,,5881,1970-07-02,182.0,1750,340,1300,,,,,,,,,,,,[flag] mean_elevation: Originally submitted as median elevation
AQ,MIERS,886,,5946,1989-07-02,182.0,,,,,5890000,,6550,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
AQ,MIERS,886,,5947,1990-07-02,182.0,1000,350,650,,,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI),[flag] mean_elevation: Originally submitted as median elevation
AQ,MOIDER,4252,,8686,2001-07-02,182.0,1523,11,319,,71459999,,11210,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,MOIDER,4252,,8687,2005-07-02,182.0,,,,,54299999,,,,,air,photo,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502",
AQ,NE ADELAIDE I G,4254,,8689,2001-07-02,182.0,605,34,347,,233649990,,14660,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,N MOUNT REES G,4253,,8688,2001-07-02,182.0,2002,2,610,,39480000,,10280,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,NO 112 (PETZVAL),4111,,8676,2005-07-02,182.0,,,,,46299999,,,,,air,photo,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502",
AQ,NO 114 (DAQUERRE),4113,,8677,2005-07-02,182.0,,,,,17200001,,,,,air,photo,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502",
AQ,NO 201 (NEMO),4200,,8678,2005-07-02,182.0,,,,,45500000,,,,,air,photo,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502",
AQ,NO 210 (SNOWSHOE),4209,,8679,2004-07-01,182.5,,,,,233899990,,,,,air,photo,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502",
AQ,NO 220 (W HAVRE MTS),4219,,8680,2009-07-02,182.0,,,,,72199997,,,,,air,photo,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502",
AQ,NO 93 (LEONARDO),4092,,6649,2010-07-02,182.0,,,,,51299999,,,,,air,photo,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502",
AQ,NO 98 (ROZIER),4097,,8675,2010-07-02,182.0,,,,,21100000,,,,,air,photo,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502",
AQ,PACKARD,880,,5937,1977-07-02,182.0,1450,525,1000,,,,6800,,,,,,,,[flag] mean_elevation: Originally submitted as median elevation
AQ,POURQUOI PAS,3363,,8354,1947-07-02,182.0,,,,,110000000,,,,,,,,,,
AQ,POURQUOI PAS,3363,,8355,1963-07-02,182.0,,,,,111750000,,,,,,,,,,
AQ,POURQUOI PAS,3363,,8356,1973-07-02,182.0,,,,,88550003,,,,,,,,,,
AQ,POURQUOI PAS,3363,,8357,1989-07-02,182.0,,,,,67599998,,,,,,,,,,
AQ,POURQUOI PAS,3363,,8358,1996-07-01,182.5,,,,,72250000,,,,,,,,,,
AQ,SANDFORD,3364,,8359,1963-07-02,182.0,,,,,42099998,,,,,,,,,,
AQ,SANDFORD,3364,,8360,1973-07-02,182.0,,,,,64400002,,,,,,,,,,
AQ,SANDFORD,3364,,8361,1989-07-02,182.0,,,,,17350000,,,,,,,,,,
AQ,SANDFORD,3364,,8362,1997-07-02,182.0,,,,,14400000,,,,,,,,,,
AQ,SCHLATTER,872,,5925,1975-07-02,182.0,,,1500,,,,,,,,,,,,[flag] mean_elevation: Originally submitted as median elevation
AQ,SCHLATTER,872,,5926,1977-07-02,182.0,2000,400,,,,,6700,,,,,,,,
AQ,SHAMBLES,4255,,8690,2001-07-02,182.0,1570,11,564,,273390010,,20320,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,SHELDON,4256,,8691,2001-07-02,182.0,1591,19,448,,196880000,,16590,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,SHELDON,4256,,8692,2005-07-02,182.0,,,,,191800000,,,,,air,photo,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502",
AQ,SQUARE BAY,4516,,8904,2009-07-02,182.0,,,,,22299999,,,,,air,photo,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502",
AQ,SUESS,876,,5930,1977-07-02,182.0,1750,125,1200,,,,5200,,,,,,,,[flag] mean_elevation: Originally submitted as median elevation
AQ,TAYLOR AN,874,,5928,1980-07-01,182.5,,57,,,,,,,,,,,,,
AQ,THUNDER,4257,,8693,2001-07-02,182.0,1009,21,293,,22190001,,4530,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,VICTORIA LOWER,881,,5938,1977-07-02,182.0,1400,400,650,,,,5800,,,,,,,,[flag] mean_elevation: Originally submitted as median elevation
AQ,VICTORIA UPPER,879,,5934,1965-07-02,182.0,2200,,,,,,18000,,,,,,,,
AQ,VICTORIA UPPER,879,,10911,1978-12-24,5105.5,,,,,,,,,lake,,,,,,date_min/date_max: Spans the full range of observational dates present in the database at the time of record creation
AQ,VICTORIA UPPER,879,,5935,1975-07-02,182.0,,450,,,,,,,,,,,,,
AQ,VICTORIA UPPER,879,,5936,1977-07-02,182.0,,,1200,,,,,,,,,,,,[flag] mean_elevation: Originally submitted as median elevation
AQ,WHISKY BAY G,4261,,8697,2001-07-02,182.0,574,4,162,,70379997,,12050,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,WHISKY GLACIER (IJR-45),10403,,10412,1979-07-02,182.0,,,,,2690000,20000,,,,,,"Z. Engel (172, 171) | D. Nývlt (172, 171) | K. Láska (172, 171)",171. Charles University > Department of Physical Geography and Geoecology | 172. Czech Geological Survey,"Engel et al. (2012), Journal of Glaciology, Vol. 58, No. 211, doi: 10.3189/2012JoG11J156",
AQ,WHISKY GLACIER (IJR-45),10403,,10413,2006-07-02,182.0,520,215,341,1,2400000,10000,3190,,,,,"Z. Engel (172, 171) | D. Nývlt (172, 171) | K. Láska (172, 171)",171. Charles University > Department of Physical Geography and Geoecology | 172. Czech Geological Survey,"Engel et al. (2012), Journal of Glaciology, Vol. 58, No. 211, doi: 10.3189/2012JoG11J156",[flag] mean_elevation: Originally submitted as median elevation
AQ,W LANDAUER PT G,4258,,8694,2001-07-02,182.0,1978,11,646,,25129999,,6880,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,WRIGHT LOWER,891,,1723,1970-07-02,182.0,,275,,,,,,,,,,,,,
AQ,WRIGHT UPPER B,895,,1989,1970-07-02,182.0,,850,,,,,,,,,,,,,
AQ,W SKEP PT. G,4259,,8695,2001-07-02,182.0,1565,8,806,,103520000,,19750,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,W ULA PT. G,4260,,8696,2001-07-02,182.0,423,9,170,,10330000,,5710,,,,,,,,Data from Leclercq. | [flag] mean_elevation: Originally submitted as median elevation
AQ,W WILKES LAND,896,,2206,1980-07-01,182.5,3800,0,,,,,,,,,,,,,
AQ,W WILKES LAND,896,,10915,1980-07-01,182.5,,,,,,,,,marine,,,,,,date_min/date_max: Spans the full range of observational dates present in the database at the time of record creation
AQ,ZELEE,3365,,8363,1947-07-02,182.0,,,,,75099998,,,,,,,,,,
AQ,ZELEE,3365,,8364,1963-07-02,182.0,,,,,59000000,,,,,,,,,,
AQ,ZELEE,3365,,8365,1973-07-02,182.0,,,,,61200001,,,,,,,,,,
AQ,ZELEE,3365,,8366,1985-07-02,182.0,,,,,56799999,,,,,,,,,,
AQ,ZELEE,3365,,8367,1989-07-02,182.0,,,,,59099998,,,,,,,,,,
AQ,ZNOSKO,216926,,11061,2012-03-16,15.0,,,,,1650000,20000,,,,space,photo,,,Suarez 2023 (https://doi.org/10.1590/0001-3765202320220821),[flag] area: Omits debris-covered area | platform: Worldview-2
AQ,ZNOSKO,216926,,11062,2019-01-16,15.0,,,,,1610000,20000,,,,air,photo,,,Suarez 2023 (https://doi.org/10.1590/0001-3765202320220821),[flag] area: Omits debris-covered area | platform: UAV
AQ,ZNOSKO,216926,,11059,2020-02-15,14.0,,,,,1710000,20000,,,,air,photo,,,Suarez 2023 (https://doi.org/10.1590/0001-3765202320220821),area: Includes debris-covered area | platform: UAV
AQ,ZNOSKO,216926,,11060,2020-02-15,14.0,,,,,1600000,20000,,,,air,photo,,,Suarez 2023 (https://doi.org/10.1590/0001-3765202320220821),[flag] area: Omits debris-covered area | platform: UAV
AR,AGUA NEGRA,4532,,8951,1959-07-02,182.0,5208,4713,,5,1280000,50000,2520,20,,air,photo,Pierre Pitte (4) | Omar Del Castillo (16),"4. National Scientific and Technical Research Council > Argentine Institute for Snow Research, Glaciology and Environmental Sciences | 16. National University of San Juan",,
AR,AGUA NEGRA,4532,,8952,1986-03-17,0.0,5208,4750,,5,1340000,50000,2300,20,,space,photo,Pierre Pitte (4) | Omar Del Castillo (16),"4. National Scientific and Technical Research Council > Argentine Institute for Snow Research, Glaciology and Environmental Sciences | 16. National University of San Juan",,
AR,AGUA NEGRA,4532,,8953,2000-02-20,0.0,5208,4752,,5,1210000,50000,2190,10,,space,photo,Pierre Pitte (4) | Omar Del Castillo (16),"4. National Scientific and Technical Research Council > Argentine Institute for Snow Research, Glaciology and Environmental Sciences | 16. National University of San Juan",,
AR,AGUA NEGRA,4532,,8954,2006-12-22,0.0,5208,4752,,5,1130000,50000,2150,10,,space,photo,Pierre Pitte (4) | Omar Del Castillo (16),"4. National Scientific and Technical Research Council > Argentine Institute for Snow Research, Glaciology and Environmental Sciences | 16. National University of San Juan",,
